(793 % 8388608,1 % 2)
(50837921418498871088318881737700368593085997306224115798188879837902125194164581 % 3738087402401814996073637387810298105300457085202054080271718951227377855907559851994,2306 % 4613)
(51170365937318927941845068469246566450925670848732068576899820159031663123936529 % 3775541245103702029199897848538753383633583938221174500062047310134577751159667968750,2307 % 4615)
(51504301005976975703528939374312599002009072292600853273167375617351704675768201 % 3813353885109659698368335250301252505086498465217237601214176252706949150887425443826,2308 % 4617)
(51839724769998449970367810804923876979105744812955782914656314960332833174934761 % 3851528601935051764275169768879887355725814016228112927955823733985975872870047322118,2309 % 4619)
(52176635224148020950336232057446066064733516292744951229278230725314320404156141 % 3890068703631173050889192080362478138685013555294332604426074066162143662450211054922,2310 % 4621)
(52515030210072049042965353259735282832284597150694062233559137170022465542150561 % 3928977527021030708380927456415164298866183735539387703742277693293896402581231117534,2311 % 4623)
(52854907413913898351829041120701076009213355562303988776258595028143835958929169 % 3968258437936970307859467250946840754366852846435342883069097297266125679016113281250,2312 % 4625)
(53196264363901843442064461662253102470187008469289088276243072573140490044746041 % 4007914831460160394661248476433901549853820209335432576977693440384386050666828046966,2313 % 4627)
(53539098427909302370811900102508348006547603523318084859244968498693699575079541 % 4047950132161949221626345122884942371436593418625066692674920593730491184543039515578,2314 % 4629)
(53883406810987126715431909851836731841475354161867507200525221420333656152240561 % 4088367794347107479105728104326669895164310031540157001221624544164339271034251858382,2315 % 4631)
(54229186552867677003421811885149618904032742472374754758107309179972874554969241 % 4129171302298970934371200159414388920626890365313818274916218442489445599910151550674,2316 % 4633)
(54576434525440409608981631411188308914393198075027469961393278201264708447136009 % 4170364170526496989652084739001299259028404415875469573548979898824286460876464843750,2317 % 4635)
(54925147430198698824044476979943829391954393455230914566611987341558284905693181 % 4211949944013249265203032170877763429586429733358120104092998604861149229634759582506,2318 % 4637)
(55275321795657615436160036776390926833038532297361274278544521398882152260275521 % 4253932198468324411619311829416033499488870232942334505362233690369118528670836283838,2319 % 4639)
(55626953974742380751773364512246509911447445733723625720152787630845230223541281 % 4296314540579235454063516737833987601081771025574429312431815321978743069840579439042,2320 % 4641)
(55980040142147212591044702768190261333067211615638667595606632861987513045804121 % 4339100608266766070154569640303976476978679547641967707334219298229796555543279203414,2321 % 4643)
(56334576291664277349279162808025773438150169045728466658103537213609173016732549 % 4382294070941810303000161424035185773236549821273941748240309038130974769592285156250,2322 % 4645)
(56690558233482459770146228119138830841440092825094175065810157298670594601303121 % 4425898629764212311231169960912848859576391490857956077949211972426176483508213302446,2323 % 4647)
(57047981591455659607036014078722682392418045707802297736698251364573256287820201 % 4469918017903620858925117989824041529670263305929771107323637724787083447999308478898,2324 % 4649)
(57406841800340321860988891666637522327973339448743072700106890523572415879637801 % 4514356000802373349989272605958453300868520395299640477920881024884950399580065448902,2325 % 4651)
(57767134103001904776513511200128739752352435888722555024918999834473596177938701 % 4559216376440424313916528423792121717294559077268334361186603562622735068731860927754,2326 % 4653)
(58128853547589987250140628553296230870039249744533841311453268523985712606744289 % 4604502975602333352832735942607325457118369279167221664362667854740405082702636718750,2327 % 4655)
(58491994984681714760610765914208749713289047709306079452946457427361780781869361 % 4650219662146327663426642833786141703898506648222998666073328732303483388340381658786,2328 % 4657)
(58856553064393280364026090261415099935960876695557735239702099673760562892361081 % 4696370333275454351697138030080573761071622981999074794151845817487931605031020552758,2329 % 4659)
(59222522233459134711973552585867454373394605823482799901409418652350484629609621 % 4742958919810837863471078463108168469859370307949226219314978722764645091399015939962,2330 % 4661)
(59589896732278616445409010306625402174820157412222147631253030618960159386506481 % 4789989386467057959342710609986423871679356463213305452375934425807585270392736375694,2331 % 4663)
(59958670591929691691841583797532359641668078034120111461690472946973110666796729 % 4837465732129663769066671043312776714821354358276564203212567923341679573059082031250,2332 % 4665)
(60328837631149488747933818424313637719309890236471238298146153305429638692035401 % 4885391990134839567504882245094480152442417011152578673885063239745495667490840303526,2333 % 4667)
(60700391453281311363895387318879108185049283378381252457964568466070857216645661 % 4933772228551238021987495422223372299471973591342239604444572964688750458038646557418,2334 % 4669)
(61073325443187811359854231825508002576393754055536491015338558853155286997786241 % 4982610550463996769403537508289023101678248925172527836242776981049221532887307364222,2335 % 4671)
(61447632764129998597596448693493087692227546130728797841907557919116628740240961 % 5031911094260954290492284815345076600324276802197180121667151567821464836401881999234,2336 % 4673)
(61823306354611763603531241015066247646625759881977542347916862245125436921865369 % 5081678033921081158665824193144254743666043414490219163326401030644774436950683593750,2337 % 4675)
(62200338925189585390315286526882416123788488480244269856543786571441880447544741 % 5131915579305142851261010888644888256506933826774021307759010345936976670131892088666,2338 % 4677)
(62578722955247094255116457407587341840542650116889357879011353937863300277271441 % 5182627976448610422399351065804854800040032547813990304902415926219757403994706144878,2339 % 4679)
(62958450689734156541863542303966934981260032131121406556832127671317850271497161 % 5233819507856835448630510421541621903114094476972842185499669212316270232978202573682,2340 % 4681)
(63339514135870145542869137861081799630335669052122715333799576784412750368225641 % 5285494492802505771253486703688978499809042575419915409735857198122275908919795050374,2341 % 4683)
(63721905059811059881778923688227484364742694542064899612599872759113469027025709 % 5337657287625398672653315418084438099015438942550961658141877532466721534729003906250,2342 % 4685)
(64105614983280147864742902565665706006793359658025334771542094548649728326990881 % 5390312286034448238164860977350748247746794637154998913520820940378037383132671066206,2343 % 4687)
(64490635180161693409872723413584296560329273294035184099154004465203170690435921 % 5443463919412143769883160646049310325431606420315642171515634669324249545555220567138,2344 % 4689)
(64876956673057616266292804817851501171024934476794441228189117444560829653821881 % 5497116657121276234486340932883832419224917860680630226139175730589640896253446820342,2345 % 4691)
(65264570229806536313259583070960988628298105659927713752225252464116652076644021 % 5551275006814049843526745157809164761315662558783002186914653479877479159622317581114,2346 % 4693)
(65653466359964948786759801202191842176456879266596871952956785826962038737203249 % 5605943514743575981783051023668887688603062291848138816317331446047282218933105468750,2347 % 4695)
(66043635311250154315551348403842121942222040105446636339008092913383254603567321 % 5661126766077766817155297174518216973703910803003016773159724944023032036690606488146,2348 % 4697)
(66435067065944584660623794728814481893084875089927702544386807023160389182686601 % 5716829385215646044230381862241510524755169419065948865874748433106786337538888676198,2349 % 4699)
(66827751337261162041374508529933941249639672462821531335950668338465999746339901 % 5773056036106094333052273943409351772370690471408366081162959631841496419663243756202,2350 % 4701)
(67221677565669326898263175287698304325953813127128325531050665346786828780529601 % 5829811422569047174803440629735936050118851276322784218097368809101402425382500443454,2351 % 4703)
(67616834915181365885164748910243613671687415441529156426463744813784119716923489 % 5887100288619162937046427153453746049199360795872482018411156612310910224914550781250,2352 % 4705)
(68013212269598668804929458523967987850841165447294314224200580731887011941817561 % 5944927418791979062891725643778762039319341612847138161537432759841009004207846806486,2353 % 4707)
(68410798228717540098618563302426243067321179913335058960055458211841011411670981 % 6003297638472574470954674457898671197074091227810761127508268339835918137047382924058,2354 % 4709)
(68809581104494187372355187235091594197167539771415967551468488414832073786880721 % 6062215814226756336244791071080915136587022103252584877257391474407266825566711433262,2355 % 4711)
(69209548917168506295548855523621917743990066464022363411332547870162411875515881 % 6121686854134789556200343324538101293171936771947652897843196369208509289221107289394,2356 % 4713)
(69610689391346278030257357709255385133296798689430524001201227195003927615061929 % 6181715708127687330943813225131705880726303929419845154778975176854300498962402343750,2357 % 4715)
(70012989952039392153476319653153201386914052655855069248942812018051380884385101 % 6242307368326081412494938538628251047247170092315152868888618924853068530638243673226,2358 % 4717)
(70416437720663704812030388012133548266889254348615339477027315034115777121886561 % 6303466869381690704141990284420437003681904377836612889540061440349715264476365362718,2359 % 4719)
(70821019510994138603314192826827654957706145082834900858954807552675338567273841 % 6365199288821407018443645440304095964289803389306865884586834501235328520294418303522,2360 % 4721)
(71226721825076627404229191363585182112953232087735128619307662905256826174586361 % 6427509747394016930418056701094148384934694912015348133022673741152036195215358570934,2361 % 4723)
(71633530849096506075115997727805794975600539103132105259956822498829881529594069 % 6490403409419578791377344623930366358352157266639912052141880849376320838928222656250,2362 % 4725)
(72041432449202941645121703535396985614935607291063427610261253069375293453763441 % 6553885483141474098589608310596845201138086695022936697317253776280837322858495940366,2363 % 4727)
(72450412167288999240097771870497257375370822750151120679156703528200356160430841 % 6617961221081152546501562189233000314685167351794433504342085403611445804170823644178,2364 % 4729)
(72860455216726932643625051860191322570580216950745035923100795601595018456098761 % 6682635920395590216637978759383459849618573283304105778728052901950290073130599218982,2365 % 4731)
(73271546478058285985935955597148439956211935120475496093864140694132356534824541 % 6747914923237480495514197816868566584674076437778259857487534880249407783527515540074,2366 % 4733)
(73683670494638389634176427030619329636563669723570464943256352269952854487345409 % 6813803617118177442960026444817988420661387717925203962614868346579623222351074218750,2367 % 4735)
(74096811468234829910447494947994970795050871384796049547936295057366824394046081 % 6880307435273411467162403154715520419428103385052137543760546497001064752545053659906,2368 % 4737)
(74510953254579468791212331181914854084597659174875658093578200461490759377751321 % 6947431857031797297495263780421568992710627722521393453735677510692124737382327020438,2369 % 4739)
(74926079358873586242773127189058655038307964948791028346754400407270932451434981 % 7015182408186154381823183586833233940750357355055620686014131200865831282708651431642,2370 % 4741)
(75342172931245714322434952013154608724760942592888693092314916317878614799163921 % 7083564661367659971445664936065485334027479261537758474397757426410620198786904248814,2371 % 4743)
(75759216762161728623502149341778866767252937220487178481443637947791469063741449 % 7152584236422855294196506147394588979668658608037083529102877415760731697082519531250,2372 % 4745)
(76177193277786759064216743704894924472060467322801603879330197949443699077676521 % 7222246800793525354432666431265039621167326120104593228883209286834078788566382083846,2373 % 4747)
(76596084535298478415966608173295229116329103788520746631894669802524984938395501 % 7292558069899473037744603802934947162839655131196964793858968120769531690489802343498,2374 % 4749)
(77015872218151323334381523699538022381580681211299195146639802636424758688612001 % 7363523807524208338200405953919719011358244722176964836563527210313253252309510593502,2375 % 4751)
(77436537631291198998114325796343252533162908476344363001569895106544666178138001 % 7435149826203573666804385025286110139688639952304511884390919495383981929730979549154,2376 % 4753)
(77858061696320214773987540239506269395972211177994510746827904299036897767557689 % 7507441987617326341612421656925942460243626196825366173780037062867903709411621093750,2377 % 4755)
(78280424946610994613587562517875498677825094433196830263134283453817049602198261 % 7580406202983699502606506022617222574918166198078200463826874786766345904028185664186,2378 % 4757)
(78703607522370102145121689888144893140074817987730416875681859235250723066760881 % 7654048433456962837994947260248463323544245124221191330056417083371850462149430065358,2379 % 4759)
(79127589165650116655230165123683127529581400540720432776939281659016821327959321 % 7728374690528004653077950392213790372548597426033768435892079857687424028448506756562,2380 % 4761)
(79552349215309892358276666765346517255968135898787115917341283084297767696630281 % 7803391036427956958206063436437366035239992812145682046834767236086512928283029093094,2381 % 4763)
(79977866601922529525236039094329543662811849854312165414583104522834206315669629 % 7879103584534885398666778327473876204296651222264789515880882132243561744689941406250,2382 % 4765)
(80404119842630582190465974560902970679924145118651492419823017299571633102004801 % 7955518499783565996567758502407440147901547890763875797183964611328856684837192052926,2383 % 4767)
(80831087035948023272197134982080295585208611533187625310138810854738094752844961 % 8032641999078370822949224319377094084063807984789611098746777714040989108143260238018,2384 % 4769)
(81258745856508484031309926304185780300558601545742119965449928139793390247556441 % 8110480351709284867458445538283038412178786160944455925699075980055878044432300372822,2385 % 4771)
(81687073549759280852690727111071934951441752861947156564353634486423289830624261 % 8189039879771076522961588634763129759959571701682409723535202306938383060116117332634,2386 % 4773)
(82116046926600738363979509754027479901226230170082746288290582195087106422802769 % 8268326958585644253457896683313142649048889024662875897320191143080592155456542968750,2387 % 4775)
(82545642357970313907636969020857052012692303649087211763742910722673958800089641 % 8348348017127562165603922241701544813540156753123741612205901984839747573977096102066,2388 % 4777)
(82975835769371024353773751493553068053640920833283972457331084195682077442995241 % 8429109538452847357056900922909521449940131895559283908916656304021633336200148513478,2389 % 4779)
(83406602635343672182897197966500402827457200987031695031428218549987534465982861 % 8510618060130972068711987651053556521685554244670617582749417322497621208263498294282,2390 % 4781)
(83837917973882363679440977378151849772389361296432501306854201165344310958953441 % 8592880174680143822743652289179865020176321440968607096000108815600703364224869519774,2391 % 4783)
(84269756340792807958447669661295847474352101931060589514199587002066313231282609 % 8675902530005876884172750706626789089837681407192433671555019092309308052062988281250,2392 % 4785)
(84702091823992881398870065939684381464744025352067097757926077474612977824796281 % 8759691829842878540473386867226259529074536567426665244282303928165771070618263863606,2393 % 4787)
(85134898037754937877438762984090323322645461438128000048958403947474473240659221 % 8844254834200273851513427907409934488916551768672437120619014634802015398966612143738,2394 % 4789)
(85568148116889340986705339344705872230417234339299682142483723126993970720068081 % 8929598359810192680895225628366923236321962308467668455718742331738159718366549772942,2395 % 4791)
(86001814710868690179504549753804321760578532937050376168510600310386342755051321 % 9015729280579742979534564152735988716443039235546116899970750929089079634098695706514,2396 % 4793)
(86435869977892208509476823895285483927914392283262033812822817447383656005784649 % 9102654528046394453091956267788949427557175964263947832483601472694373130798339843750,2397 % 4795)
(86870285578889755333243884979613899384574417664951818539692219881109672316568221 % 9190381091836796906657043697219611019022761436632325027655989528858870597710796589546,2398 % 4797)
(87305032671464923004124202945091921718538613381310384030755317699634877642134401 % 9278916020129057722889944806186235520179075220257526341677589539281095555609205980798,2399 % 4799)
(87740081903776672219698660209066799577311819962963254998077171717836349122641601 % 9368266420118503093648894894226567634394547661975502371959622825105535597104522460802,2400 % 4801)
(88175403408358956285876324627477619854967005068415461391083161773010288143701401 % 9458439458486947789987429526467852685574802838927679506154445658374084645762054744854,2401 % 4803)
(88610966795877780128150373549471194229672809797616859970489977648876669218084389 % 9549442361875498421292693129629079842148995569726986296711112590858483314514160156250,2402 % 4805)
(89046741148825135416258455066767503672392998229143825133884011232587412849698961 % 9641282417360915301265268909600268222901725081479605700973229009006066667838554731886,2403 % 4807)
(89482695015149248671252242519136061413532723429985142744981341473655859332318281 % 9733966972935558206416310509537845166007895176003584705256974587535356765234018476658,2404 % 4809)
(89918796401820574693818437670859528411185387054931546765982535485542143325282921 % 9827503437990941481785832267767081304192543728246601085335600192441564396952358409862,2405 % 4811)
(90355012768332963089357467809135581751852638562236637026068991471209551947787181 % 9921899283804924118672938234062889190903028935621580344826791074713356996219358286794,2406 % 4813)
(90791311020139421068594715403395497891787665980227724228322789664685469646807329 % 10017162044032560600320728442703030848056670256047128320825070840262103080749511718750,2407 % 4815)
(91227657502021891072149073445865809370670057197141766816129343444926585694082001 % 10113299315200638483721836070797792140448308700239499625941147469693170906839741942626,2408 % 4817)
(91664017991394457103290329637104688299516460834617582780742871010708089065458361 % 10210318757205928859011276516688282717559733735165911273366064619029668522412887683318,2409 % 4819)
(92100357691539388954854371999123826700762734747847792415371366896120763111071541 % 10308228093817176002297818506494038011178456633243492103299009036066907933488210072122,2410 % 4821)
(92536641224775428783726122830207670507689246856119221457359024739021592850042161 % 10407035113180852713259741542492713558741374973522118824448180653487447107714114784334,2411 % 4823)
(92972832625557719719215706761165242973650813563492156488451827535166053617178969 % 10506747668330708005401981055070720058399283994182569870190491201356053352355957031250,2412 % 4825)
(93408895333508771389813508000361959083831240617321158640372935358473848941960841 % 10607373677701133994545674636577704050003910129859876116845902186305152210027649073766,2413 % 4827)
(93844792186379852415982936261944647571817382506036130985490442271071958155902141 % 10708921125644379009904436434477595413362976893273173911349486169359467670609937252778,2414 % 4829)
(94280485412942195044602955809530021876177880055444754479764083457731557842336961 % 10811398062951634132000763637172714659134658052704558060523550797120144689060456299582,2415 % 4831)
(94715936625807392193171376006625025300210864173633492079832914368453373794799841 % 10914812607378020542697315407250513774817648849931489308624862427027541906683913489474,2416 % 4833)
(95151106814176362228688768420376715505188245875700286798476030137709352005774809 % 11019172944171505254767932120407430122423273842889400488661658092686247825622558593750,2417 % 4835)
(95585956336516251827024445843276708039642539468413179041277185262064459024678981 % 11124487326605772971718748154027323898822189853065593545062680806113249158773158177306,2418 % 4837)
(96020444913164642243281552902382826765483701446554649696967551250780679603847121 % 11230764076517082012997196996629518742548667754377809866179515441129758137206032437038,2419 % 4839)
(96454531618860419271987867926344773875191350441357251226804348133273779688408681 % 11338011584845132425302751013329932661062864775684250666592524658060497847083998344242,2420 % 4841)
(96888174875200662087600836517361386864729603896579732062178367191484261454743721 % 11446238312177974587444553511610636607734412474563787586507476988109350889364848454214,2421 % 4843)
(97321332443022901030586619226517491493154241698219406521937674168877959135270349 % 11555452789300986804084397506243080910806484277706004739456493845167374610900878906250,2422 % 4845)
(97753961414712089241969036479331605764868603343422460891614416600433291644429921 % 11665663617749950572765529653074409155091647483382616721908092768075730047738606505246,2423 % 4847)
(98186018206431627849499250156207055788772808501444224499905356384430217381090801 % 11776879470368252398865291430138476040965050233711577037328774092770388208122756088098,2424 % 4849)
(98617458550277779171223360626919765492728363448019816039257372512140951058366201 % 11889109091868241224529471544160621434009503122914985775408974550732702175415435858102,2425 % 4851)
(99048237486356797126973850894995202159158792405031112836388572244815943887657301 % 12002361299396770730255289196907987446233207704795029109504800544165341306670982530554,2426 % 4853)
(99478309354784098734931500593906284058928200817055405144494063467528780184191089 % 12116644983104955961595049620254261194490517264510011282461065454554820060729980468750,2427 % 4855)
(99907627787604795218645032802399626483417599580682027688102475588161213646007161 % 12231969106722173928460640621093636218200470458024522421733797686303761377180610509586,2428 % 4857)
(100336145700634895859502834723693236231945272484778207891400756697674766901780681 % 12348342708134338020727138469773404073313069915685560411733479152496708864751504657958,2429 % 4859)
(100763815285222492300369567336663660100422532503818299029734673848284931163789021 % 12465774899966476281268867468430404673880047993802007725179718902706803474152722893162,2430 % 4861)
(101190587999928225537673768307862316795434621568007141483512080701995754008174081 % 12584274870169643776220351731646389816116337815763118241799822408595065487246451370494,2431 % 4863)
(101616414562124332331402528414556950132313131420706026263580598220623170236662529 % 12703851882612199502144789704106082224834768708182983683673837696831631660461425781250,2432 % 4865)
(102041244939511562214966300158252221268242835765488759381565133760339969853554201 % 12824515277675478470921089338585606814569779712133006660453260616876984842467449842326,2433 % 4867)
(102465028341553250699479629306208615245392140755293855592356536905510912203164261 % 12946274472853889815534280468235979270077734738392265130711648986379867184997304198618,2434 % 4869)
(102887713210825828639399263826919696499486049516424478200448080839599677136506641 % 13069138963359471963580464919980937715057938885920045369786742271989051814500903901422,2435 % 4871)
(103309247214285042058405286370757856756739607864790368813920034058413154999527561 % 13193118322730936130183607095734512210811275974412523228373315504468663397459807426034,2436 % 4873)
(103729577234447151025637641941541566262111125881783898805032939021566591597160169 % 13318222203447229588174679625309202880004610589081970317693048855289816856384277343750,2437 % 4875)
(104148649360484370422642098405121663204361716549463044589696171509289231397314541 % 13444460337545650380811270756721935257933160822732276789910261879781678376284611355466,2438 % 4877)
(104566408879233809650367082762336576582846976950505364182816729619148887861339041 % 13571842537244545351025082033225497069124609735831154271836847704166436287750946362078,2439 % 4879)
(104982800266119162493015162720523700955792992577766516461771667980697495626348561 % 13700378695570623571183185492083966284829835080674756318883609701833874177041529734882,2440 % 4881)
(105397767175984392481217747491624455574987341558629776037761641842931687290301241 % 13830078786990917468643897625656899243400330722070942554442587067300620218582203949174,2441 % 4883)
(105811252433838653180594785907152780538361226180364063871990619842564394495259509 % 13960952868049424154987130921249112148492596361811845187913757769022774696350097656250,2442 % 4885)
(106223198025511676873007122431223719216978190315811562356244425254834284555381681 % 14093011078008459680709611121705399602950621622665036580941431654400535419930093101006,2443 % 4887)
(106633545088218859096430358626335049712485054411326189045250954851802326167002521 % 14226263639494759152404947728937267741210709598726229540995637855185191680007044400338,2444 % 4889)
(107042233901035260465096523800132002477622585571809767803388543296814606303894281 % 14360720859150355866004805336152856761256134110937140568801931191622330885839353645542,2445 % 4891)
(107449203875277741104082878141282614912005858704995763132763637209399895221178621 % 14496393128288272827547973272609446586370278348013039724644860645788964292463018991914,2446 % 4893)
(107854393544794436901593369214285848495257747204237437906759510985067904805386049 % 14633290923553060252176640650362616441741429640497521833940661107858157157897949218750,2447 % 4895)
(108257740556160780607493564006164263078787474039574717524833134768149271635449121 % 14771424807586212852641364011503525618957175783184491318150252465811079950629068330946,2448 % 4897)
(108659181658781264587938511576095756732068374837325298419229175514812097586202201 % 14910805429696500950535817306590516894014571356688038948550179287866003932149609165398,2449 % 4899)
(109058652694896135782887476263662421638944201941726916339754548391418089193223301 % 15051443526535249666787232136679520218608530573139273318410266793751300245315907285402,2450 % 4901)
(109456088589492207105640622310414444519375494124934099886533576506396020026693201 % 15193349922776600672606304838563093944957105794090252540079151300985325215688519406254,2451 % 4903)
(109851423340116963170969605679388043958208719030708708228688552849371330906565289 % 15336535531802791208159142595503275374803040835815409551052578020947957038879394531250,2452 % 4905)
(110244590006595131840653980549373164719074928443317310399234554222873052921560361 % 15481011356394485303671461762912989916061283881809749182982213683505428183925509497286,2453 % 4907)
(110635520700646886631983954400876220387148211018718830617779177916205855031085581 % 15626788489426192366519698604236040976537468950775331685505667857603157423630745109258,2454 % 4909)
(111024146575406838545751170552224637202779291429140522016605418900704638259665121 % 15773878114566808528112948582908676692632476013051790742613318130984022715715556706462,2455 % 4911)
(111410397814842969335124940434331952565456207810181204668835161651520814256978481 % 15922291506985316376031760757953688774060881302105564459864955548309153996481164844194,2456 % 4913)
(111794203623074651655301996451610971671647000720624521184443806189127705307172729 % 16072040034061678929972866958483394821629800697162976517765187782795119285583496093750,2457 % 4915)
(112175492213588894905621913629830765234705636979168693145393934238783641210858901 % 16223135156102963954561052519797183738024401627692610045053129543887033095936372252026,2458 % 4917)
(112554190798353948900654585414480501584272487686343001472364688617195044965650161 % 16375588427064734938038750893804802508818946442345395662045143364058156212372066283918,2459 % 4919)
(112930225576829390784285464597125523888792532044812937799006933648111744177549241 % 16529411495277745303238786243134585973960109208271379772926702210160859986285638360722,2460 % 4921)
(113303521724871813830741810909620636851168862672377022196325225203485826264517961 % 16684616104179972656094257649055761409095723157514881314339997717074629956469151757734,2461 % 4923)
(113674003383535229958510216870734622983838336836380818386986394856020655159683869 % 16841214093054030117250161093001536206677980568617435039868723833933472633361816406250,2462 % 4925)
(114041593647765290916881675699788798238447835992433527202739162921805642965338241 % 16999217397769992024122330236488636472752575918425041623972690254615200041581939447166,2463 % 4927)
(114406214554986426190113030483704903953569081850139920877580353619124700871493441 % 17158638051533671534009037808264899444328514473096759277251671149150998710722432341378,2464 % 4929)
(114767787073580988700598571542520758900253128078714629374700805190399604702955161 % 17319488185640387903607574167926879908552037029219316906482324359897361678988275100182,2465 % 4931)
(115126231091259492379686736604302500784127466180895139631564032999282921880895141 % 17481780030234261466530791100483585628412029810508907846704531786210428668927797398874,2466 % 4933)
(115481465403321018612536351706313693665247913224119899275825367363039624290424209 % 17645525915073074578165494764355814704209021364668299703160685621290278434753417968750,2467 % 4935)
(115833407700802861451364783518595465601203863472277136637894462533492972603591881 % 17810738270298737046474264752936657959952059816954311773145122490121189933833925134706,2468 % 4937)
(116181974558518474329275017810852321232236282645387389209464642397304412098562921 % 17977429627213394818123384573193269478371290049885608415841589281466155102709604533638,2469 % 4939)
(116527081422982773794236393553112623940205172941993318266453253253419711576462381 % 18145612619061220941630756200560935100745785725094454768038756756920223075657472176842,2470 % 4941)
(116868642600223848519408954620216778428995128476990914122764087894478528908543521 % 18315299981815928083077647237207943134337577323956840390676557066917644364166363819614,2471 % 4943)
(117206571243480114531516655378973596621604822708188879279670581645907497869319249 % 18486504554974042125325639096550172154012519848814770651903935697948193550109863281250,2472 % 4945)
(117540779340781950233060563485779213500211334516761413453983719206732913957563321 % 18659239282353976638634010317192312783826972312138174127686203844152658727550938566646,2473 % 4947)
(117871177702416837376488390301396077892807203091418102688489775146234463625906101 % 18833517212900948269091848796735283800672252480568307226504336611170366495627421712698,2474 % 4949)
(118197675948277026678667839643170641481829662120056159702157699865518063380900401 % 19009351501497773351372335344866417982724733636629226318715975960172998424011093242702,2475 % 4951)
(118520182495088739241813127747878749434800784393605103240686057034723858552496601 % 19186755409781586313992820320223314546868956487322513444457817936153455269405921871954,2476 % 4953)
(118838604543521907372049344748803649842993863832406109001673124285616534344644489 % 19365742306966520708532514219074883403331505555864380390360283331085944175720214843750,2477 % 4955)
(119152848065179450758728868332275391096643923374254921817749987059450885419296061 % 19546325670672393959128868285656419000952513079015719062170888791281894031598908194986,2478 % 4957)
(119462817789465076296096574731133715539201267670348737179222943352234144757420481 % 19728519087759437195053116481579179445817842410896563906860520492530333127704096330558,2479 % 4959)
(119768417190328582093592884858636663713881494511466236302412009056448554279098721 % 19912336255169111797264117291878421732000301865425612342835374363141230138823316349762,2480 % 4961)
(120069548472887638431640480259088112592283392923848238900088202536787801417137881 % 20097790980771054559566752736420022397913427558327470640048036235047612532765855207894,2481 % 4963)
(120366112559925010575834541946726089816095139552549719218176477785523087767775429 % 20284897184216193636365940781189448054479770991220431158256193952814507484436035156250,2482 % 4965)
(120658009078260180463698282761558652719915615220588665004364975254413397802683601 % 20473668897796077722019072827792343202787023256317628624427220477301937746682065671726,2483 % 4967)
(120945136344994316324223987640337531791985122836276956277875960075551377277603561 % 20664120267308461181457725599958653835240620272837268567410984941200576696701230439218,2484 % 4969)
(121227391353627531280941311658707860231824688401375629939337507292183414056636841 % 20856265552929188128083191053547024225821887694155420527409420924689021149859169950022,2485 % 4971)
(121504669760047363923883705709191894494325278150179878113620591764336814192950861 % 21050119130090418722949142671688713580191652132434194707310189013297254036848604279434,2486 % 4973)
(121776865868387405714202953395180513823136633202554328005323691273657682132937569 % 21245695490365241248938084917833409610848754641064203667610854608938097953796386718750,2487 % 4975)
(122043872616754991906951224446684749917135272461745586796580651817171926445219441 % 21443009242358713795025637683250718919378607025568564634892832109696181165638089848866,2488 % 4977)
(122305581562826864442347987948641134584362409319343398895690501331642741092302841 % 21642075112605379668817762227695160302860160583835172011756395656338933255797151690678,2489 % 4979)
(122561882869311706963311673857508886478678078577284058934821521324257625394594261 % 21842907946473300940350362529091249243089406640522141638500139138470406413868748895482,2490 % 4981)
(122812665289278443766797085988401496018600780964855623693642181373222281658269041 % 22045522709074654806667969740812789530312876331904242034134196276716274144884250338574,2491 % 4983)
(123057816151349186088171076221249362608307043065285302515182650773765327856956409 % 22249934486182937754958161912014704470379469303823006633317014427856755256652832031250,2492 % 4985)
(123297221344755700651110559035423075406141501215312800217648986694291876574747081 % 22456158485156822792020761509312302130616981463289002243763166258373057529879010778406,2493 % 4987)
(123530765304258266889946085694390132978733538322382630721661418899056177879465821 % 22664210035870715299605516028115348339542598683400704307599404548124578847012169336938,2494 % 4989)
(123758330994925780666626242112738803621264644013442144137284392345469894797300481 % 22874104591652053368668779977115081925298226005630150005559616630394352540034710438142,2495 % 4991)
(123979799896775953660166231299007617432994203548120058739729141129213807121025921 % 23085857730225398760888609323008469074486601195196392869312931557070832329468539437314,2496 % 4993)
(124195051989274448902189100292620328714644448197715665204140307481709174024007449 % 23299485154663364942848633592492888802306650425340810779256123233389830589294433593750,2497 % 4995)
(124403965735691784167588913377991226683209791991067202712485115521684503466210021 % 23515002694344428937164119928232980100362161918652877226431294445534871042187473712346,2498 % 4997)
(124606418067316826104058277646898417427065121130756208665745835821682505774890001 % 23732426305917674035488873605383773915132993087840202917990126866545181692737350229998,2499 % 4999)
(124802284367525689097842280369774207438918682830652351853367879818497754100085001 % 23951772074274510720819169645842515469896709652919094033621436054067319192762650230002,2500 % 5001)
(124991438455704843925219142031380318216373664949910918812906677378666777925505001 % 24173056213527423450810971973163416266794232963059921367834171571525230478599946427654,2501 % 5003)
(125173752571027232229474509488968605159791224490938517253405017863873168520366189 % 24396295067995791259959514985547810146419538480233684965533524823737168312072753906250,2502 % 5005)
(125349097356080173791138827038564881317199064479048234372431884967483431413401761 % 24621505113198830446466195896360687748882779609368976338405793277994776904205963102686,2503 % 5007)
(125517341840343844424600865017021072959924927468140284034305224511610630617972881 % 24848702956855707919447006822724834532577832294979072043924205640743605206632414821858,2504 % 5009)
